Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      60/154         std::_List_node<std::pair<int, int> >* std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> >(std::pair<int, int>&&) [144]
[20]     0.0    0.00    0.00     154         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [20]
-----------------------------------------------
                0.00    0.00      12/144         std::pair<int, int>& std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int const&, int const&>(int const&, int const&) [189]
                0.00    0.00      12/144         std::pair<int, int>& std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int const&>(int&, int const&) [190]
                0.00    0.00      20/144         SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      20/144         std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [146]
                0.00    0.00      24/144         SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
                0.00    0.00      24/144         std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [129]
                0.00    0.00      32/144         SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&) [340]
[21]     0.0    0.00    0.00     144         std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [21]
                0.00    0.00     144/204         std::_List_iterator<std::pair<int, int> >::_List_iterator(std::__detail::_List_node_base*) [14]
-----------------------------------------------
                0.00    0.00      24/136         SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      24/136         SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
                0.00    0.00      40/136         SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      48/136         SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&) [340]
[22]     0.0    0.00    0.00     136         std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00       2/130         void std::__fill_a1<int*, std::vector<int, std::allocator<int> >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [446]
                0.00    0.00       8/130         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [239]
                0.00    0.00      32/130         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00      32/130         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [158]
                0.00    0.00      56/130         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [106]
[23]     0.0    0.00    0.00     130         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [23]
-----------------------------------------------
                0.00    0.00      24/120         bool __gnu_cxx::__ops::_Iter_pred<SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&)::{lambda(std::pair<int, int> const&)#1}>::operator()<std::_List_iterator<std::pair<int, int> > >(std::_List_iterator<std::pair<int, int> >) [122]
                0.00    0.00      24/120         std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [129]
                0.00    0.00      32/120         SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      40/120         SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
[24]     0.0    0.00    0.00     120         std::_List_iterator<std::pair<int, int> >::operator*() const [24]
                0.00    0.00     120/224         std::_List_node<std::pair<int, int> >::_M_valptr() [12]
-----------------------------------------------
                0.00    0.00     114/114         std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [77]
[25]     0.0    0.00    0.00     114         std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [25]
-----------------------------------------------
                0.00    0.00       7/103         std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<std::pair<int, int> > >::push(std::pair<int, int>&&) [246]
                0.00    0.00       7/103         void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > >) [286]
                0.00    0.00      13/103         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [177]
                0.00    0.00      13/103         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [178]
                0.00    0.00      14/103         void std::push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> >) [251]
                0.00    0.00      14/103         void std::__push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<std::pair<int, int> > >&) [196]
                0.00    0.00      15/103         void std::__pop_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > >&) [285]
                0.00    0.00      20/103         std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [146]
[26]     0.0    0.00    0.00     103         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [26]
-----------------------------------------------
                0.00    0.00     100/100         std::tuple_element<0ul, std::pair<int, int> >::type const& std::get<0ul, int, int>(std::pair<int, int> const&) [29]
[27]     0.0    0.00    0.00     100         int const& std::__pair_get<0ul>::__const_get<int, int>(std::pair<int, int> const&) [27]
-----------------------------------------------
                0.00    0.00     100/100         std::tuple_element<1ul, std::pair<int, int> >::type const& std::get<1ul, int, int>(std::pair<int, int> const&) [30]
[28]     0.0    0.00    0.00     100         int const& std::__pair_get<1ul>::__const_get<int, int>(std::pair<int, int> const&) [28]
-----------------------------------------------
                0.00    0.00      12/100         SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      16/100         SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&) [340]
                0.00    0.00      32/100         SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      40/100         SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
[29]     0.0    0.00    0.00     100         std::tuple_element<0ul, std::pair<int, int> >::type const& std::get<0ul, int, int>(std::pair<int, int> const&) [29]
                0.00    0.00     100/100         int const& std::__pair_get<0ul>::__const_get<int, int>(std::pair<int, int> const&) [27]
-----------------------------------------------
                0.00    0.00      12/100         SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      16/100         SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&) [340]
                0.00    0.00      32/100         SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      40/100         SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
[30]     0.0    0.00    0.00     100         std::tuple_element<1ul, std::pair<int, int> >::type const& std::get<1ul, int, int>(std::pair<int, int> const&) [30]
                0.00    0.00     100/100         int const& std::__pair_get<1ul>::__const_get<int, int>(std::pair<int, int> const&) [28]
-----------------------------------------------
                0.00    0.00      12/100         std::pair<int, int>& std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int const&>(int&, int const&) [190]
                0.00    0.00      12/100         void std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_insert<int&, int const&>(std::_List_iterator<std::pair<int, int> >, int&, int const&) [194]
                0.00    0.00      12/100         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [272]
                0.00    0.00      28/100         std::pair<int, int>::pair<int&, int const&, true>(int&, int const&) [107]
                0.00    0.00      36/100         std::_List_node<std::pair<int, int> >* std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_node<int&, int const&>(int&, int const&) [192]
[31]     0.0    0.00    0.00     100         int& std::forward<int&>(std::remove_reference<int&>::type&) [31]
-----------------------------------------------
                0.00    0.00       1/97          int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [432]
                0.00    0.00      96/97          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [87]
[32]     0.0    0.00    0.00      97         int* std::__niter_base<int*>(int*) [32]
-----------------------------------------------
                0.00    0.00       4/92          void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > >) [286]
                0.00    0.00       6/92          MOSP_Update::findSOSPInCombinedGraph() [383]
                0.00    0.00       7/92          void std::push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<std::pair<int, int> >) [251]
                0.00    0.00       7/92          bool __gnu_cxx::__ops::_Iter_comp_val<std::greater<std::pair<int, int> > >::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&) [243]
                0.00    0.00      13/92          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [176]
                0.00    0.00      15/92          void std::__pop_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<std::pair<int, int> > >&) [285]
                0.00    0.00      16/92          void std::__push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<std::pair<int, int> > >&) [196]
                0.00    0.00      24/92          MOSP_Update::createCombinedGraph() [382]
[33]     0.0    0.00    0.00      92         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [33]
-----------------------------------------------
                0.00    0.00      10/92          SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      82/92          MOSP_Update::createCombinedGraph() [382]
[34]     0.0    0.00    0.00      92         std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) const [34]
-----------------------------------------------
                0.00    0.00      22/90          SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      22/90          std::pair<int, int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [219]
                0.00    0.00      46/90          MOSP_Update::createCombinedGraph() [382]
[35]     0.0    0.00    0.00      90         bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [35]
                0.00    0.00     180/292         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [8]
-----------------------------------------------
                0.00    0.00       1/89          std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > >::_S_max_size(std::allocator<std::tuple<int, int, int> > const&) [424]
                0.00    0.00       1/89          std::vector<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > >::_S_max_size(std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > const&) [419]
                0.00    0.00       2/89          std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::_S_max_size(std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [357]
                0.00    0.00       6/89          std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::_S_max_size(std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [273]
                0.00    0.00      38/89          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [75]
                0.00    0.00      41/89          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [69]
[36]     0.0    0.00    0.00      89         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [36]
-----------------------------------------------
                0.00    0.00      12/88          std::_List_node<std::pair<int, int> >* std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_node<int const&, int const&>(int const&, int const&) [191]
                0.00    0.00      12/88          std::_List_node<std::pair<int, int> >* std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_node<int&, int const&>(int&, int const&) [192]
                0.00    0.00      20/88          std::_List_node<std::pair<int, int> >* std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> >(std::pair<int, int>&&) [144]
                0.00    0.00      44/88          std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_clear() [96]
[37]     0.0    0.00    0.00      88         std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Node_allocator() [37]
-----------------------------------------------
                0.00    0.00       8/86          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [230]
                0.00    0.00      10/86          SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      10/86          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [215]
                0.00    0.00      58/86          MOSP_Update::createCombinedGraph() [382]
[38]     0.0    0.00    0.00      86         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [38]
                0.00    0.00      86/162         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [17]
-----------------------------------------------
                0.00    0.00      10/86          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [215]
                0.00    0.00      76/86          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [148]
[39]     0.0    0.00    0.00      86         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [39]
-----------------------------------------------
                0.00    0.00      12/82          SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      12/82          MOSP_Update::createCombinedGraph() [382]
                0.00    0.00      12/82          std::pair<int, int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [219]
                0.00    0.00      14/82          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::front() const [172]
                0.00    0.00      32/82          bool __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [84]
[40]     0.0    0.00    0.00      82         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [40]
-----------------------------------------------
                0.00    0.00       8/80          std::_List_iterator<std::pair<int, int> > std::__find_if<std::_List_iterator<std::pair<int, int> >, __gnu_cxx::__ops::_Iter_pred<SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&)::{lambda(std::pair<int, int> const&)#1}> >(std::_List_iterator<std::pair<int, int> >, std::_List_iterator<std::pair<int, int> >, __gnu_cxx::__ops::_Iter_pred<SOSP_Update::processChangedEdges(std::vector<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&)::{lambda(std::pair<int, int> const&)#1}>, std::input_iterator_tag) [170]
                0.00    0.00      32/80          SOSP_Update::preprocess[abi:cxx11](std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&) [338]
                0.00    0.00      40/80          SOSP_Update::propagateUpdate(std::vector<int, std::allocator<int> >&) [339]
[41]     0.0    0.00    0.00      80         std::_List_iterator<std::pair<int, int> >::operator++() [41]
-----------------------------------------------
                0.00    0.00      78/78          bool __gnu_cxx::operator!=<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >*, std::vector<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >*, std::vector<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >*, std::vector<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > > > const&) [72]
[42]     0.0    0.00    0.00      78         __gnu_cxx::__normal_iterator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >*, std::vector<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::allocator<std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > > > >::base() const [42]
-----------------------------------------------
                0.00    0.00       8/76          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [230]
                0.00    0.00      10/76          SOSP_Update::SOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, int) [342]
                0.00    0.00      10/76          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [215]
                0.00    0.00      14/76          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::front() const [172]
                0.00    0.00      34/76          MOSP_Update::createCombinedGraph() [382]
[43]     0.0    0.00    0.00      76         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [43]
                0.00    0.00      76/162         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [17]
-----------------------------------------------
                0.00    0.00       1/75          MOSP_Update::MOSP_Update(std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > > const&, std::vector<int, std::allocator<int> > const&) [385]
                0.00    0.00       2/75          std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&) [362]
